"","Status","Point","Responsible.Agency","Address","Request.Details"
"199","Open","(37.730790093346, -122.471993723054)","DPW BUF Queue","320 JUNIPERO SERRA BLVD, SAN FRANCISCO, CA, 94127","Fallen_tree"
"200","Open","(37.76060057078, -122.470506655063)","DPW BUF Queue","1475 FUNSTON AVE, SAN FRANCISCO, CA, 94122","Fallen_tree"
"201","Open","(37.7171739081747, -122.47257250671)","DPW BUF Queue","Intersection of JUNIPERO SERRA BLVD and 19TH AVE","Fallen_tree"
"202","Open","(37.7844762607291, -122.472051941295)","DPW BUF Queue","Intersection of FUNSTON AVE and CALIFORNIA ST","Fallen_tree"
"203","Closed","(37.788199578332, -122.415677122362)","DPW BUF Queue","925 SUTTER ST, SAN FRANCISCO, CA, 94109","About_to_fall"
"204","Open","(37.7750034055907, -122.471904934576)","DPW BUF Queue","Intersection of CABRILLO ST and PARK PRESIDIO BLVD","Fallen_tree"
"205","Open","(37.746269259554, -122.413536277382)","DPW BUF Queue","3240 FOLSOM ST, SAN FRANCISCO, CA, 94110","Fallen_tree"
"206","Open","(37.779653504656, -122.488799539548)","DPW BUF Queue","508 29TH AVE, SAN FRANCISCO, CA, 94121","Fallen_tree"
"207","Open","(37.728269843332, -122.472136290781)","DPW BUF Queue","550 JUNIPERO SERRA BLVD, SAN FRANCISCO, CA, 94127","Fallen_tree"
"208","Closed","(37.7229614211437, -122.449558686932)","DPW BUF Queue","Intersection of OCEAN AVE and HOWTH ST","Other_enter_additional_details_below"
"209","Open","(37.73142037374, -122.438805269585)","DPW BUF Queue","159 MONTEREY BLVD, SAN FRANCISCO, CA, 94131","Fallen_tree"
"210","Open","(37.7675281774, -122.450483506835)","DPW BUF Queue","751 COLE ST, SAN FRANCISCO, CA, 94117","Fallen_tree"
"211","Open","(37.7824879377749, -122.445820390699)","DPW BUF Queue","Intersection of GEARY BLVD and PRESIDIO AVE","Fallen_tree"
"212","Open","(37.7738892157624, -122.423947094103)","DPW BUF Queue","Intersection of OCTAVIA ST and PAGE ST","Fallen_tree"
"213","Closed","(37.737730931962, -122.43538276005)","DPW BUF Queue","45 ARBOR ST, SAN FRANCISCO, CA, 94131","Fallen_tree"
"214","Open","(37.7786319627254, -122.431763089279)","DPW BUF Queue","Intersection of FILLMORE ST and MCALLISTER ST","Fallen_tree"
"215","Open","(37.7343884357929, -122.48113003401)","DPW BUF Queue","Intersection of SLOAT BLVD and 25TH AVE","Fallen_tree"
"216","Open","(37.7784223369321, -122.433407423325)","DPW BUF Queue","Intersection of STEINER ST and MCALLISTER ST","Fallen_tree"
"217","Open","(37.773967891774, -122.447986608403)","DPW BUF Queue","151 ASHBURY ST, SAN FRANCISCO, CA, 94117","Fallen_tree"
"218","Open","(37.754488850289, -122.508491399064)","DPW BUF Queue","1706 GREAT HWY, SAN FRANCISCO, CA, 94122","Hanging_limb"
"219","Open","(37.762466540446, -122.50475309133)","DPW BUF Queue","4350 IRVING ST, SAN FRANCISCO, CA, 94122","Fallen_tree"
"220","Open","(37.77379057419, -122.442945967749)","DPW BUF Queue","309 LYON ST, SAN FRANCISCO, CA, 94117","Fallen_tree"
"221","Closed","(37.7150113485227, -122.472990929698)","DPW Ops Queue","Intersection of FONT BLVD and CHUMASERO DR","Fallen_tree"
"222","Closed","(37.7645959949916, -122.496546917005)","DPW Ops Queue","Intersection of 37TH AVE and LINCOLN WAY","Damaged_vandalism"
"223","Open","(37.7248099852206, -122.47257009002)","DPW BUF Queue","Intersection of JUNIPERO SERRA BLVD and LYNDHURST DR","Fallen_tree"
"224","Open","(37.789419245286, -122.439449387017)","DPW BUF Queue","2822 SACRAMENTO ST, SAN FRANCISCO, CA, 94115","Hanging_limb"
"225","Open","(37.750348762293, -122.390618337578)","DPW BUF Queue","1588 INDIANA ST, SAN FRANCISCO, CA, 94107","Fallen_tree"
"226","Closed","(37.731410592837, -122.439862758879)","DPW Ops Queue","151 BADEN ST, SAN FRANCISCO, CA, 94131","Pruning_request"
"227","Closed","(37.732103026187, -122.39185088763)","DPW Ops Queue","5116 3RD ST, SAN FRANCISCO, CA, 94124","Pruning_request"
"228","Closed","(37.7480133805278, -122.422487269711)","DPW BUF Queue","Intersection of CESAR CHAVEZ ST and GUERRERO ST","Weeding"
"229","Closed","(37.728580692036, -122.45630575358)","DPW Ops Queue","1448 PLYMOUTH AVE, SAN FRANCISCO, CA, 94112","Blocking_signs"
"230","Closed","(37.759359582934, -122.431733171078)","DPW Ops Queue","3959 19TH ST, SAN FRANCISCO, CA, 94114","Blocking_street_lights"
"231","Open","(37.754127527432, -122.441835117923)","DPW Ops Queue","3741 MARKET ST, SAN FRANCISCO, CA, 94131","Pruning_request"
"232","Open","(37.7437492797386, -122.463685825729)","DPW Ops Queue","Intersection of DEWEY BLVD and MONTALVO AVE","Fallen_tree"
"233","Closed","(37.770092156921, -122.447143197278)","DPW Ops Queue","1510 HAIGHT ST, SAN FRANCISCO, CA, 94117","Fallen_tree"
"234","Closed","(37.7317479595, -122.497853039739)","DPW Ops Queue","311 LAKESHORE DR, SAN FRANCISCO, CA, 94132","Damaged_vandalism"
"235","Open","(37.7749278613546, -122.473563034686)","DPW Ops Queue","Intersection of 15TH AVE and CABRILLO ST","Fallen_tree"
"236","Closed","(37.8019948129691, -122.419614047598)","DPW Ops Queue","Intersection of HYDE ST and LOMBARD ST","Hanging_limb"
"237","Closed","(37.760961585746, -122.393244229805)","DPW Ops Queue","437 PENNSYLVANIA AVE, SAN FRANCISCO, CA, 94107","Fallen_tree"
"238","Open","(37.731109307604, -122.379551826126)","DPW Ops Queue","Intersection of KISKA RD and INGALLS ST","Fallen_tree"
"239","Open","(37.768909204768, -122.429128102475)","DPW Ops Queue","134 CHURCH ST, SAN FRANCISCO, CA, 94114","Damaged_vandalism"
"240","Closed","(37.759310466605, -122.423738905162)","DPW BUF Queue","744 GUERRERO ST, SAN FRANCISCO, CA, 94110","Fallen_tree"
"241","Closed","(37.710654308389, -122.407397597416)","DPW Ops Queue","130 PEABODY ST, SAN FRANCISCO, CA, 94134","Other"
"242","Closed","(37.710654308389, -122.407397597416)","DPW Ops Queue","130 PEABODY ST, SAN FRANCISCO, CA, 94134","Other"
"243","Closed","(37.748247287175, -122.4596945165)","DPW BUF Queue","149 MAGELLAN AVE, SAN FRANCISCO, CA, 94116","Other"
"244","Closed","(37.7750492900943, -122.425979497124)","DPW Ops Queue","Intersection of HICKORY ST and LAGUNA ST","Damaged_vandalism"
"245","Closed","(37.763424862665, -122.41528290882)","DPW Ops Queue","2106 FOLSOM ST, SAN FRANCISCO, CA, 94110","Pruning_request"
"246","Closed","(37.783096962809, -122.415937853007)","DPW Ops Queue","257 HYDE ST, SAN FRANCISCO, CA, 94102","Damaged_vandalism"
"247","Closed","(37.75661295465, -122.427609677469)","DPW Ops Queue","3590 21ST ST, SAN FRANCISCO, CA, 94114","Fallen_tree"
"248","Closed","(37.744603843772, -122.40895585136)","DPW Ops Queue","450 PERALTA AVE, SAN FRANCISCO, CA, 94110","Pruning_request"
"249","Closed","(37.778030148928, -122.446703667126)","DPW Ops Queue","350 MASONIC AVE, SAN FRANCISCO, CA, 94118","Damaged_vandalism"
"250","Closed","(37.734409373769, -122.439033679185)","DPW Ops Queue","1109 BOSWORTH ST, SAN FRANCISCO, CA, 94131","Hanging_limb"
"251","Closed","(37.764118682278, -122.39394835273)","DPW Ops Queue","1020 MARIPOSA ST, SAN FRANCISCO, CA, 94107","Near_communication_line"
"252","Closed","(37.734260284012, -122.440633763551)","DPW Ops Queue","51 MARTHA AVE, SAN FRANCISCO, CA, 94131","Fallen_tree"
"253","Open","(37.78996005987, -122.446187783286)","DPW Ops Queue","3201 WASHINGTON ST, SAN FRANCISCO, CA, 94115","Other"
"254","Closed","(37.7646456161497, -122.426381726559)","DPW Ops Queue","Intersection of 16TH ST and DOLORES ST","Other"
"255","Open","(37.761762257366, -122.425859049912)","DPW Ops Queue","481 DOLORES ST, SAN FRANCISCO, CA, 94110","Damaged_vandalism"
"256","Open","(37.7405352575278, -122.458904807478)","DPW Ops Queue","Intersection of KENSINGTON WAY and MIRALOMA DR","Other"
"257","Closed","(37.773702987471, -122.433767220128)","DPW Ops Queue","880 OAK ST, SAN FRANCISCO, CA, 94117","Damaged_vandalism"
"258","Closed","(37.765546278106, -122.441050762368)","DPW Ops Queue","284 ROOSEVELT WAY, SAN FRANCISCO, CA, 94114","Pruning_request"
"259","Closed","(37.781151665422, -122.427433836209)","DPW Ops Queue","1108 TURK ST, SAN FRANCISCO, CA, 94115","Dead_tree"
"260","Open","(37.7347067618972, -122.471569275118)","DPW Ops Queue","Intersection of JUNIPERO SERRA BLVD and SLOAT BLVD","Other"
"261","Open","(37.7619398299204, -122.47153774727)","DPW Ops Queue","Intersection of JUDAH ST and 14TH AVE","Other"
"262","Closed","(37.7942636579948, -122.406304861361)","DPW Ops Queue","Intersection of CLAY ST and GRANT AVE","Damaged_vandalism"
"263","Closed","(37.7718361748048, -122.500257498306)","RPD GGP Queue","Intersection of 40TH AVE and FULTON ST","Damaged_vandalism"
"264","Closed","(37.7538628463217, -122.485044735487)","DPW BUF Queue","Intersection of 27TH AVE and NORIEGA ST","Shrubbery_blocking_visibility"
"265","Closed","(37.731109307604, -122.379551826126)","DPW Ops Queue","Intersection of INGALLS ST and KISKA RD","Other"
"266","Closed","(37.7813101153949, -122.440783899349)","DPW Ops Queue","Intersection of BRODERICK ST and ELLIS ST","Damaged_vandalism"
"267","Open","(37.788169153248, -122.459159133641)","DPW Ops Queue","112 ARGUELLO BLVD, SAN FRANCISCO, CA, 94118","Damaged_vandalism"
"268","Closed","(37.748875909875, -122.406713129696)","DPW Ops Queue","2854 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110","Damaged_vandalism"
"269","Closed","(37.78794947684, -122.459285259454)","DPW Ops Queue","126 ARGUELLO BLVD, SAN FRANCISCO, CA, 94118","Damaged_vandalism"
"270","Closed","(37.7567776092067, -122.38719452405)","DPW Ops Queue","Intersection of HUMBOLDT ST and ILLINOIS ST","Other"
"271","Closed","(37.749214630942, -122.408604278178)","DPW Ops Queue","2825 BRYANT ST, SAN FRANCISCO, CA, 94110","Hanging_limb"
"272","Closed","(37.7758622688977, -122.494103994238)","DPW Ops Queue","Intersection of 34TH AVE and BALBOA ST","Damaged_vandalism"
"273","Closed","(37.781090681503, -122.406097164742)","DPW Ops Queue","82 MARY ST, SAN FRANCISCO, CA, 94103","Other"
"274","Closed","(37.729991070266, -122.426977544017)","DPW Ops Queue","154 NEY ST, SAN FRANCISCO, CA, 94112","Lifted_sidewalk_tree_roots"
"275","Open","(37.743407774772, -122.418578338409)","DPW Ops Queue","109 PROSPECT AVE, SAN FRANCISCO, CA, 94110","Near_communication_line"
"276","Closed","(37.774589091015, -122.426847988435)","DPW Ops Queue","452 OAK ST, SAN FRANCISCO, CA, 94102","Pruning_request"
"277","Closed","(37.737269986269, -122.500141156484)","DPW Ops Queue","2651 42ND AVE, SAN FRANCISCO, CA, 94116","Other"
"278","Closed","(37.76583667608, -122.437683966689)","DPW Ops Queue","2443 15TH ST, SAN FRANCISCO, CA, 94114","About_to_fall"
"279","Closed","(37.737744199483, -122.428256077213)","DPW Ops Queue","Intersection of LAIDLEY ST and MIGUEL ST","Blocking_signs"
"280","Closed","(37.794148629196, -122.422229760715)","DPW Ops Queue","1650 JACKSON ST, SAN FRANCISCO, CA, 94109","Blocking_street_lights"
"281","Closed","(37.7659593747279, -122.444172172235)","DPW Ops Queue","Intersection of MASONIC AVE and PIEDMONT ST","Damaged_vandalism"
"282","Closed","(37.776251612723, -122.488291170449)","PUC Sewer Ops","2732 BALBOA ST, SAN FRANCISCO, CA, 94121","Sewer_damage_tree_roots"
"283","Closed","(37.727460855736, -122.422230022197)","DPW Ops Queue","140 GAMBIER ST, SAN FRANCISCO, CA, 94134","Fallen_tree"
"284","Closed","(37.7743253825375, -122.417104232083)","DPW Ops Queue","Intersection of 11TH ST and MISSION ST","Fallen_tree"
"285","Closed","(37.739323317144, -122.439247416088)","DPW Ops Queue","117 BERKELEY WAY, SAN FRANCISCO, CA, 94131","Fallen_tree"
"286","Closed","(37.718744503211, -122.470863462013)","DPW Ops Queue","247 MONTICELLO ST, SAN FRANCISCO, CA, 94132","Fallen_tree"
"287","Open","(37.73530919, -122.385269959)","DPW Ops Queue","Intersection of HILLVIEW CT and LINDSAY CIR","Damaged_vandalism"
"288","Closed","(37.739691267496, -122.425702059164)","DPW Ops Queue","100 CHENERY ST, SAN FRANCISCO, CA, 94131","Hanging_limb"
"289","Closed","(37.754170738781, -122.441700652041)","DPW BUF Queue","3733 MARKET ST, SAN FRANCISCO, CA, 94131","Fallen_tree"
"290","Closed","(37.752760994618, -122.425468378419)","DPW Ops Queue","1040 DOLORES ST, SAN FRANCISCO, CA, 94110","Other"
"291","Closed","(37.752760994618, -122.425468378419)","DPW Ops Queue","1040 DOLORES ST, SAN FRANCISCO, CA, 94110","Other"
"292","Closed","(37.746506681361, -122.41039906433)","DPW Ops Queue","1639 ALABAMA ST, SAN FRANCISCO, CA, 94110","Hanging_limb"
"293","Closed","(37.800874465974, -122.414487085859)","DPW Ops Queue","900 FILBERT ST, SAN FRANCISCO, CA, 94133","Hanging_limb"
"294","Open","(37.788105404331, -122.42875705294)","DPW Ops Queue","1851 LAGUNA ST, SAN FRANCISCO, CA, 94115","Other"
"295","Closed","(37.73802792184, -122.398356521749)","DPW Ops Queue","1999 PALOU AVE, SAN FRANCISCO, CA, 94124","Near_communication_line"
"296","Closed","(37.710864348256, -122.426168426275)","DPW BUF Queue","1500 GENEVA AVE, SAN FRANCISCO, CA, 94112","Weeding"
"297","Closed","(37.764833975647, -122.41946510511)","DPW Ops Queue","2001 MISSION ST, SAN FRANCISCO, CA, 94110","Dead_tree"
"298","Closed","(37.7694970571972, -122.443461599907)","DPW BUF Queue","Intersection of WALLER ST and CENTRAL AVE","Hanging_limb"
"299","Open","(37.798595286225, -122.445213257385)","DPW BUF Queue","2659 LOMBARD ST, SAN FRANCISCO, CA, 94123","Other"
"300","Closed","(37.726621391485, -122.43210324527)","DPW Ops Queue","149 LONDON ST, SAN FRANCISCO, CA, 94112","Other"
"301","Closed","(37.749115291691, -122.419419820926)","DPW Ops Queue","494 BARTLETT ST, SAN FRANCISCO, CA, 94110","Damaged_vandalism"
"302","Closed","(37.7784223369321, -122.433407423325)","DPW Ops Queue","Intersection of MCALLISTER ST and STEINER ST","About_to_fall"
"303","Closed","(37.7969091441595, -122.405288233863)","DPW Ops Queue","Intersection of COLUMBUS AVE and KEARNY ST","Fallen_tree"
"304","Open","(37.7269907743766, -122.474900196018)","DPW BUF Queue","Intersection of 19TH AVE and WINSTON DR","Weeding"
"305","Closed","(37.763825695927, -122.426065518117)","DPW Ops Queue","347 DOLORES ST, SAN FRANCISCO, CA, 94110","Empty_tree_basin"
"306","Closed","(37.782196823206, -122.428358667665)","DPW Ops Queue","661 WILLOW ST, SAN FRANCISCO, CA, 94115","Dead_tree"
"307","Closed","(37.781332450723, -122.480366372001)","DPW Ops Queue","346 21ST AVE, SAN FRANCISCO, CA, 94121","Pruning_request"
"308","Closed","(37.768486413811, -122.419616963588)","DPW Ops Queue","380 14TH ST, SAN FRANCISCO, CA, 94103","Backfill_tree_basin"
"309","Closed","(37.804521313998, -122.418275306293)","DPW Ops Queue","2508 LEAVENWORTH ST, SAN FRANCISCO, CA, 94133","Dead_tree"
"310","Open","(37.760961136523, -122.419436052233)","DPW Ops Queue","2250 MISSION ST, SAN FRANCISCO, CA, 94110","Lifted_sidewalk_tree_roots"
"311","Closed","(37.7828941046848, -122.420816932422)","DPW Ops Queue","Intersection of VAN NESS AVE and EDDY ST","Fallen_tree"
"312","Open","(37.765191652243, -122.479675888332)","DPW Ops Queue","2027 LINCOLN WAY, SAN FRANCISCO, CA, 94122","Damaged_vandalism"
"313","Open","(37.764945749997, -122.485028863755)","DPW Ops Queue","2501 LINCOLN WAY, SAN FRANCISCO, CA, 94122","Damaged_vandalism"
"314","Open","(37.764699856711, -122.490579814282)","DPW Ops Queue","3025 LINCOLN WAY, SAN FRANCISCO, CA, 94122","Damaged_vandalism"
"315","Open","(37.7880702704458, -122.425236590771)","DPW BUF Queue","Intersection of BUSH ST and GOUGH ST","Fallen_tree"
"316","Closed","(37.766302435631, -122.448917207968)","DPW BUF Queue","823 CLAYTON ST, SAN FRANCISCO, CA, 94117","Hanging_limb"
"317","Closed","(37.76163840142, -122.483217727748)","DPW Ops Queue","1392 25TH AVE, SAN FRANCISCO, CA, 94122","Fallen_tree"
"318","Open","(37.780180173214, -122.448836441872)","DPW BUF Queue","215 EWING TER, SAN FRANCISCO, CA, 94118","Fallen_tree"
"319","Closed","(37.740191785464, -122.43115867744)","DPW BUF Queue","28 HARRY ST, SAN FRANCISCO, CA, 94131","Hanging_limb"
"320","Closed","(37.7758622688977, -122.494103994238)","DPW Ops Queue","Intersection of 34TH AVE and BALBOA ST","Fallen_tree"
"321","Closed","(37.725606587539, -122.470481468868)","DPW BUF Queue","168 LUNADO CT, SAN FRANCISCO, CA, 94127","Fallen_tree"
"322","Closed","(37.770843399688, -122.420663729244)","DPW Ops Queue","170 OTIS ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"323","Closed","(37.756379060092, -122.419254909572)","DPW BUF Queue","2540 MISSION ST, SAN FRANCISCO, CA, 94110","Weeding"
"324","Closed","(37.762535005118, -122.466046396248)","DPW Ops Queue","1382 9TH AVE, SAN FRANCISCO, CA, 94122","Fallen_tree"
"325","Open","(37.730719218838, -122.458391898999)","DPW BUF Queue","995 MONTEREY BLVD, SAN FRANCISCO, CA, 94127","Other"
"326","Open","(37.726213662172, -122.458024313817)","DPW BUF Queue","520 MIRAMAR AVE, SAN FRANCISCO, CA, 94112","Hanging_limb"
"327","Closed","(37.770174396573, -122.436383072869)","DPW Ops Queue","7 CASTRO ST, SAN FRANCISCO, CA, 94117","Blocking_signs"
"328","Closed","(37.795109102504, -122.436832374152)","DPW BSM Queue","2809 STEINER ST, SAN FRANCISCO, CA, 94123","Other"
"329","Open","(37.7727163404979, -122.480978858899)","DPW Ops Queue","Intersection of 22ND AVE and FULTON ST","Damaged_vandalism"
"330","Closed","(37.800874465974, -122.414487085859)","DPW Ops Queue","900 FILBERT ST, SAN FRANCISCO, CA, 94133","Fallen_tree"
"331","Open","(37.71933418314, -122.474298959832)","DPW BUF Queue","3814 19TH AVE, SAN FRANCISCO, CA, 94132","About_to_fall"
"332","Closed","(37.786713569312, -122.442390984141)","DPW Ops Queue","2807 PINE ST, SAN FRANCISCO, CA, 94115","Pruning_request"
"333","Open","(37.7410435412497, -122.46612288479)","DPW BUF Queue","Intersection of ULLOA ST and LENOX WAY","Hanging_limb"
"334","Closed","(37.798227946215, -122.418181724514)","DPW Ops Queue","1159 GREEN ST, SAN FRANCISCO, CA, 94109","Damaged_vandalism"
"335","Open","(37.732464157597, -122.494450252255)","DPW BUF Queue","479 LAKESHORE DR, SAN FRANCISCO, CA, 94132","Hanging_limb"
"336","Closed","(37.792156224023, -122.432949750659)","DPW Ops Queue","2311 WEBSTER ST, SAN FRANCISCO, CA, 94115","Hanging_limb"
"337","Closed","(37.7338364114598, -122.493337731089)","DPW BUF Queue","Intersection of SUNSET BLVD ON RAMP and SLOAT BLVD","Fallen_tree"
"338","Closed","(37.727687981018, -122.46858372126)","DPW Ops Queue","230 MONCADA WAY, SAN FRANCISCO, CA, 94127","Fallen_tree"
"339","Open","(37.762075719348, -122.43082234028)","DPW Ops Queue","442 SANCHEZ ST, SAN FRANCISCO, CA, 94114","Dead_tree"
"340","Closed","(37.7872718036606, -122.401824787112)","DPW BUF Queue","Intersection of ANNIE ST and JESSIE ST","Other"
"341","Open","(37.710168679957, -122.448632250433)","DPW Ops Queue","5715 MISSION ST, SAN FRANCISCO, CA, 94112","Damaged_vandalism"
"342","Closed","(37.752622160959, -122.414364125303)","DPW Ops Queue","2790 FOLSOM ST, SAN FRANCISCO, CA, 94110","Fallen_tree"
"343","Closed","(37.753860415953, -122.470410556843)","DPW Ops Queue","1843 FUNSTON AVE, SAN FRANCISCO, CA, 94116","Pruning_request"
"344","Closed","(37.775580931373, -122.447331100463)","DPW Ops Queue","1847 FULTON ST, SAN FRANCISCO, CA, 94117","Pruning_request"
"345","Open","(37.7318184552658, -122.467848209949)","DPW BUF Queue","Intersection of SANTA ANA AVE and DARIEN WAY","Fallen_tree"
"346","Closed","(37.720796430242, -122.430848382304)","DPW Ops Queue","615 PERSIA AVE, SAN FRANCISCO, CA, 94112","Hanging_limb"
"347","Open","(37.754000115453, -122.45854171169)","DPW BUF Queue","339 OAK PARK DR, SAN FRANCISCO, CA, 94131","Fallen_tree"
